business_name,phone_e164,city,category,demo_url,message
FantaStone Marble,+16042505390,Richmond,Marble contractor,https://jaggyai.github.io/bc-demos/richmond/concrete/fantastone-marble/,"Hi, it's Jag - I build websites for Richmond businesses & built FantaStone Marble a free demo: https://jaggyai.github.io/bc-demos/richmond/concrete/fantastone-marble/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
R.N.S CONSTRUCTION & CLEANING SERVICES LTD.,+16043541981,Richmond,Handyman/Handywoman/Handyperson,https://jaggyai.github.io/bc-demos/richmond/handyman/r-n-s-construction-cleaning-services-ltd/,"Hi, it's Jag - I build websites for Richmond businesses & built R.N.S CONSTRUCTION & CLEANING SERVICES LTD. a free demo: https://jaggyai.github.io/bc-demos/richmond/handyman/r-n-s-construction-cleaning-services-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Somiya Homes,+16045376365,Richmond,Custom home builder,https://jaggyai.github.io/bc-demos/richmond/contractors/somiya-homes/,"Hi, it's Jag - I build websites for Richmond businesses & built Somiya Homes a free demo: https://jaggyai.github.io/bc-demos/richmond/contractors/somiya-homes/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Chans Nursery,+16048028908,Richmond,Agricultural production,https://jaggyai.github.io/bc-demos/richmond/landscapers/chans-nursery/,"Hi, it's Jag - I build websites for Richmond businesses & built Chans Nursery a free demo: https://jaggyai.github.io/bc-demos/richmond/landscapers/chans-nursery/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Canhome Buildings Ltd.,+17789966229,Richmond,Construction company,https://jaggyai.github.io/bc-demos/richmond/contractors/canhome-buildings-ltd/,"Hi, it's Jag - I build websites for Richmond businesses & built Canhome Buildings Ltd. a free demo: https://jaggyai.github.io/bc-demos/richmond/contractors/canhome-buildings-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Feng Shui Home Developments,+16043634797,Richmond,Custom home builder,https://jaggyai.github.io/bc-demos/richmond/contractors/feng-shui-home-developments/,"Hi, it's Jag - I build websites for Richmond businesses & built Feng Shui Home Developments a free demo: https://jaggyai.github.io/bc-demos/richmond/contractors/feng-shui-home-developments/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
BASELINE CONSTRUCTION LTD.,+17783027475,Richmond,Construction company,https://jaggyai.github.io/bc-demos/richmond/contractors/baseline-construction-ltd/,"Hi, it's Jag - I build websites for Richmond businesses & built BASELINE CONSTRUCTION LTD. a free demo: https://jaggyai.github.io/bc-demos/richmond/contractors/baseline-construction-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Vix Construction & Design Corporation,+16042788109,Richmond,General contractor,https://jaggyai.github.io/bc-demos/richmond/contractors/vix-construction-design-corporation/,"Hi, it's Jag - I build websites for Richmond businesses & built Vix Construction & Design Corporation a free demo: https://jaggyai.github.io/bc-demos/richmond/contractors/vix-construction-design-corporation/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Alte design & Build,+16043157182,Richmond,General contractor,https://jaggyai.github.io/bc-demos/richmond/contractors/alte-design-build/,"Hi, it's Jag - I build websites for Richmond businesses & built Alte design & Build a free demo: https://jaggyai.github.io/bc-demos/richmond/contractors/alte-design-build/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
GAE Construction 温顶建筑,+17782977450,Richmond,Construction company,https://jaggyai.github.io/bc-demos/richmond/contractors/gae-construction/,"Hi, it's Jag - I build websites for Richmond businesses & built GAE Construction 温顶建筑 a free demo: https://jaggyai.github.io/bc-demos/richmond/contractors/gae-construction/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
