business_name,phone_e164,city,category,demo_url,message
SunOka Installations,+12504629455,Kelowna,Tile contractor,https://jaggyai.github.io/bc-demos/kelowna/flooring/sunoka-installations/,"Hi, it's Jag - I build websites for Kelowna businesses & built SunOka Installations a free demo: https://jaggyai.github.io/bc-demos/kelowna/flooring/sunoka-installations/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Sault Handyman,+12508789651,Kelowna,Handyman/Handywoman/Handyperson,https://jaggyai.github.io/bc-demos/kelowna/handyman/sault-handyman/,"Hi, it's Jag - I build websites for Kelowna businesses & built Sault Handyman a free demo: https://jaggyai.github.io/bc-demos/kelowna/handyman/sault-handyman/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
M-R.D. Plumbing,+12508627830,Kelowna,Plumber,https://jaggyai.github.io/bc-demos/kelowna/plumbers/m-r-d-plumbing/,"Hi, it's Jag - I build websites for Kelowna businesses & built M-R.D. Plumbing a free demo: https://jaggyai.github.io/bc-demos/kelowna/plumbers/m-r-d-plumbing/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Euro Plumbing,+12504917670,Kelowna,Plumber,https://jaggyai.github.io/bc-demos/kelowna/plumbers/euro-plumbing/,"Hi, it's Jag - I build websites for Kelowna businesses & built Euro Plumbing a free demo: https://jaggyai.github.io/bc-demos/kelowna/plumbers/euro-plumbing/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Highmark Plumbing Service,+12503006966,Kelowna,Plumber,https://jaggyai.github.io/bc-demos/kelowna/plumbers/highmark-plumbing-service/,"Hi, it's Jag - I build websites for Kelowna businesses & built Highmark Plumbing Service a free demo: https://jaggyai.github.io/bc-demos/kelowna/plumbers/highmark-plumbing-service/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
The British Columbia Contracting Company,+17787536230,Kelowna,Contractor,https://jaggyai.github.io/bc-demos/kelowna/contractors/the-british-columbia-contracting-company/,"Hi, it's Jag - I build websites for Kelowna businesses & built The British Columbia Contracting Company a free demo: https://jaggyai.github.io/bc-demos/kelowna/contractors/the-british-columbia-contracting-company/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Venetian Plumbing Ltd.,+12508087902,Kelowna,Plumber,https://jaggyai.github.io/bc-demos/kelowna/plumbers/venetian-plumbing-ltd/,"Hi, it's Jag - I build websites for Kelowna businesses & built Venetian Plumbing Ltd. a free demo: https://jaggyai.github.io/bc-demos/kelowna/plumbers/venetian-plumbing-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Red Giant Mechanical,+12505752332,Kelowna,Plumber,https://jaggyai.github.io/bc-demos/kelowna/plumbers/red-giant-mechanical/,"Hi, it's Jag - I build websites for Kelowna businesses & built Red Giant Mechanical a free demo: https://jaggyai.github.io/bc-demos/kelowna/plumbers/red-giant-mechanical/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Enze Pro HVAC Support,+17785880778,Kelowna,Plumber,https://jaggyai.github.io/bc-demos/kelowna/plumbers/enze-pro-hvac-support/,"Hi, it's Jag - I build websites for Kelowna businesses & built Enze Pro HVAC Support a free demo: https://jaggyai.github.io/bc-demos/kelowna/plumbers/enze-pro-hvac-support/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Okanogan Handyman Services,+12508633868,Kelowna,Handyman/Handywoman/Handyperson,https://jaggyai.github.io/bc-demos/kelowna/handyman/okanogan-handyman-services/,"Hi, it's Jag - I build websites for Kelowna businesses & built Okanogan Handyman Services a free demo: https://jaggyai.github.io/bc-demos/kelowna/handyman/okanogan-handyman-services/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
"koski plumbing,heating and gas fitting",+12507180209,Kelowna,Plumber,https://jaggyai.github.io/bc-demos/kelowna/plumbers/koski-plumbing-heating-and-gas-fitting/,"Hi, it's Jag - I build websites for Kelowna businesses & built koski plumbing,heating and gas fitting a free demo: https://jaggyai.github.io/bc-demos/kelowna/plumbers/koski-plumbing-heating-and-gas-fitting/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Gaudet Plumbing,+12504703436,Kelowna,Plumber,https://jaggyai.github.io/bc-demos/kelowna/plumbers/gaudet-plumbing/,"Hi, it's Jag - I build websites for Kelowna businesses & built Gaudet Plumbing a free demo: https://jaggyai.github.io/bc-demos/kelowna/plumbers/gaudet-plumbing/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Okanagan Apex Mechanical Heating and Air Conditioning,+17785832408,Kelowna,HVAC contractor,https://jaggyai.github.io/bc-demos/kelowna/hvac/okanagan-apex-mechanical-heating-and-air-conditioning/,"Hi, it's Jag - I build websites for Kelowna businesses & built Okanagan Apex Mechanical Heating and Air Conditioning a free demo: https://jaggyai.github.io/bc-demos/kelowna/hvac/okanagan-apex-mechanical-heating-and-air-conditioning/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Square Root Contracting Ltd.,+12508636576,Kelowna,Home builder,https://jaggyai.github.io/bc-demos/kelowna/contractors/square-root-contracting-ltd/,"Hi, it's Jag - I build websites for Kelowna businesses & built Square Root Contracting Ltd. a free demo: https://jaggyai.github.io/bc-demos/kelowna/contractors/square-root-contracting-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Okanagan Woodworks and General Contracting,+12506813521,Kelowna,General contractor,https://jaggyai.github.io/bc-demos/kelowna/contractors/okanagan-woodworks-and-general-contracting/,"Hi, it's Jag - I build websites for Kelowna businesses & built Okanagan Woodworks and General Contracting a free demo: https://jaggyai.github.io/bc-demos/kelowna/contractors/okanagan-woodworks-and-general-contracting/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Pires Bros Contracting,+12507645400,Kelowna,Concrete contractor,https://jaggyai.github.io/bc-demos/kelowna/concrete/pires-bros-contracting/,"Hi, it's Jag - I build websites for Kelowna businesses & built Pires Bros Contracting a free demo: https://jaggyai.github.io/bc-demos/kelowna/concrete/pires-bros-contracting/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Chatham Homes Ltd,+12507645387,Kelowna,Construction company,https://jaggyai.github.io/bc-demos/kelowna/contractors/chatham-homes-ltd/,"Hi, it's Jag - I build websites for Kelowna businesses & built Chatham Homes Ltd a free demo: https://jaggyai.github.io/bc-demos/kelowna/contractors/chatham-homes-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Baag's Excavating,+12505752201,Kelowna,Excavating contractor,https://jaggyai.github.io/bc-demos/kelowna/excavating/baags-excavating/,"Hi, it's Jag - I build websites for Kelowna businesses & built Baag's Excavating a free demo: https://jaggyai.github.io/bc-demos/kelowna/excavating/baags-excavating/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Shiloh Management,+12507640214,Kelowna,Construction company,https://jaggyai.github.io/bc-demos/kelowna/contractors/shiloh-management/,"Hi, it's Jag - I build websites for Kelowna businesses & built Shiloh Management a free demo: https://jaggyai.github.io/bc-demos/kelowna/contractors/shiloh-management/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Serwa Excavating Co. Ltd.,+12508602388,Kelowna,Excavating contractor,https://jaggyai.github.io/bc-demos/kelowna/excavating/serwa-excavating-co-ltd/,"Hi, it's Jag - I build websites for Kelowna businesses & built Serwa Excavating Co. Ltd. a free demo: https://jaggyai.github.io/bc-demos/kelowna/excavating/serwa-excavating-co-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
KSR Construction,+12507634640,Kelowna,Construction company,https://jaggyai.github.io/bc-demos/kelowna/contractors/ksr-construction/,"Hi, it's Jag - I build websites for Kelowna businesses & built KSR Construction a free demo: https://jaggyai.github.io/bc-demos/kelowna/contractors/ksr-construction/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
